agency_cd,site_no,datetime,155116_00060_00003,155116_00060_00003_cd
5s,15s,20d,14n,10s
USGS,5430500,2024-08-18,3390,A
USGS,5430500,2024-08-19,3310,A
USGS,5430500,2024-08-20,2970,A
USGS,5430500,2024-08-21,2820,A
USGS,5430500,2024-08-22,2730,A
USGS,5430500,2024-08-23,2550,A
USGS,5430500,2024-08-24,2120,A
USGS,5430500,2024-08-25,1880,A
USGS,5430500,2024-08-26,1920,A
USGS,5430500,2024-08-27,2090,A
USGS,5430500,2024-08-28,1970,A
USGS,5430500,2024-08-29,1520,A
USGS,5430500,2024-08-30,2200,A
USGS,5430500,2024-08-31,1960,A
USGS,5430500,2024-09-01,1880,A
USGS,5430500,2024-09-02,1830,A
USGS,5430500,2024-09-03,1500,A
USGS,5430500,2024-09-04,1570,A
USGS,5430500,2024-09-05,1780,A
USGS,5430500,2024-09-06,1700,A
USGS,5430500,2024-09-07,1460,A
USGS,5430500,2024-09-08,1420,A
USGS,5430500,2024-09-09,1400,A
USGS,5430500,2024-09-10,1410,A
USGS,5430500,2024-09-11,1400,A
USGS,5430500,2024-09-12,1580,A
USGS,5430500,2024-09-13,1500,A
USGS,5430500,2024-09-14,1330,A
USGS,5430500,2024-09-15,1360,A
USGS,5430500,2024-09-16,1300,A
USGS,5430500,2024-09-17,1310,A
USGS,5430500,2024-09-18,1250,A
USGS,5430500,2024-09-19,1180,A
USGS,5430500,2024-09-20,1220,A
USGS,5430500,2024-09-21,1220,A
USGS,5430500,2024-09-22,1800,A
USGS,5430500,2024-09-23,2720,A
USGS,5430500,2024-09-24,2820,A
USGS,5430500,2024-09-25,2770,A
USGS,5430500,2024-09-26,2570,A
USGS,5430500,2024-09-27,2520,A
USGS,5430500,2024-09-28,2140,A
USGS,5430500,2024-09-29,2280,A
USGS,5430500,2024-09-30,2160,A
USGS,5430500,2024-10-01,2000,A
USGS,5430500,2024-10-02,2050,A
USGS,5430500,2024-10-03,1230,P
USGS,5430500,2024-10-04,1540,P
USGS,5430500,2024-10-05,1840,P
USGS,5430500,2024-10-06,1310,P
USGS,5430500,2024-10-07,1520,P
USGS,5430500,2024-10-08,1120,P
USGS,5430500,2024-10-09,1290,P
USGS,5430500,2024-10-10,1510,P
USGS,5430500,2024-10-11,1630,P
USGS,5430500,2024-10-12,1220,P
USGS,5430500,2024-10-13,1470,P
USGS,5430500,2024-10-14,1870,P
USGS,5430500,2024-10-15,1360,P
USGS,5430500,2024-10-16,1380,P
USGS,5430500,2024-10-17,1380,P
USGS,5430500,2024-10-18,1460,P
USGS,5430500,2024-10-19,1450,P
USGS,5430500,2024-10-20,1300,P
USGS,5430500,2024-10-21,1380,P
USGS,5430500,2024-10-22,1470,P
USGS,5430500,2024-10-23,1460,P
USGS,5430500,2024-10-24,1410,P
USGS,5430500,2024-10-25,1420,P
USGS,5430500,2024-10-26,1390,P
USGS,5430500,2024-10-27,1370,P
USGS,5430500,2024-10-28,1280,P
USGS,5430500,2024-10-29,1230,P
USGS,5430500,2024-10-30,1240,P
USGS,5430500,2024-10-31,1550,P
USGS,5430500,2024-11-01,1890,P
USGS,5430500,2024-11-02,2310,P
USGS,5430500,2024-11-03,2640,P
USGS,5430500,2024-11-04,2460,P
USGS,5430500,2024-11-05,1510,P
USGS,5430500,2024-11-06,1440,P
USGS,5430500,2024-11-07,1410,P
USGS,5430500,2024-11-08,1690,P
USGS,5430500,2024-11-09,1870,P
USGS,5430500,2024-11-10,2250,P
USGS,5430500,2024-11-11,2570,P
USGS,5430500,2024-11-12,2730,P
USGS,5430500,2024-11-13,2170,P
USGS,5430500,2024-11-14,2270,P
USGS,5430500,2024-11-15,2510,P
USGS,5430500,2024-11-16,2490,P
USGS,5430500,2024-11-17,2500,P
USGS,5430500,2024-11-18,2490,P
USGS,5430500,2024-11-19,2620,P
USGS,5430500,2024-11-20,2590,P
USGS,5430500,2024-11-21,2580,P
USGS,5430500,2024-11-22,2970,P
USGS,5430500,2024-11-23,3010,P
USGS,5430500,2024-11-24,3060,P
USGS,5430500,2024-11-25,3230,P
USGS,5430500,2024-11-26,3220,P
USGS,5430500,2024-11-27,3250,P
USGS,5430500,2024-11-28,3260,P
USGS,5430500,2024-11-29,3160,P
USGS,5430500,2024-11-30,2980,P
USGS,5430500,2024-12-01,2940,P
USGS,5430500,2024-12-02,2960,P
USGS,5430500,2024-12-03,2910,P
USGS,5430500,2024-12-04,2630,P
USGS,5430500,2024-12-05,2060,P
USGS,5430500,2024-12-06,1550,P
USGS,5430500,2024-12-07,1910,P
USGS,5430500,2024-12-08,1940,P
USGS,5430500,2024-12-09,2130,P
USGS,5430500,2024-12-10,2320,P
USGS,5430500,2024-12-11,2320,P
USGS,5430500,2024-12-12,2040,P
USGS,5430500,2024-12-13,2230,P
USGS,5430500,2024-12-14,2230,P
USGS,5430500,2024-12-15,,
USGS,5430500,2024-12-16,,
USGS,5430500,2024-12-17,2150,P
USGS,5430500,2024-12-18,2150,P
USGS,5430500,2024-12-19,2150,P
USGS,5430500,2024-12-20,2160,P
USGS,5430500,2024-12-21,2100,P
USGS,5430500,2024-12-22,2090,P
USGS,5430500,2024-12-23,2120,P
USGS,5430500,2024-12-24,2060,P
USGS,5430500,2024-12-25,1680,P
USGS,5430500,2024-12-26,,
USGS,5430500,2024-12-27,,
USGS,5430500,2024-12-28,,
USGS,5430500,2024-12-29,2250,P
USGS,5430500,2024-12-30,2250,P
USGS,5430500,2024-12-31,2340,P
