agency_cd,site_no,datetime,155116_00060_00003,155116_00060_00003_cd
5s,15s,20d,14n,10s
USGS,5430500,2022-09-20,4560,A
USGS,5430500,2022-09-21,4510,A
USGS,5430500,2022-09-22,4440,A
USGS,5430500,2022-09-23,4300,A
USGS,5430500,2022-09-24,4140,A
USGS,5430500,2022-09-25,4120,A
USGS,5430500,2022-09-26,3970,A
USGS,5430500,2022-09-27,3860,A
USGS,5430500,2022-09-28,3770,A
USGS,5430500,2022-09-29,3630,A
USGS,5430500,2022-09-30,3580,A
USGS,5430500,2022-10-01,3530,A
USGS,5430500,2022-10-02,3450,A
USGS,5430500,2022-10-03,3270,A
USGS,5430500,2022-10-04,3070,A
USGS,5430500,2022-10-05,2870,A
USGS,5430500,2022-10-06,2660,A
USGS,5430500,2022-10-07,2540,A
USGS,5430500,2022-10-08,2270,A
USGS,5430500,2022-10-09,2180,A
USGS,5430500,2022-10-10,2200,A
USGS,5430500,2022-10-11,2060,A
USGS,5430500,2022-10-12,1990,A
USGS,5430500,2022-10-13,1870,A
USGS,5430500,2022-10-14,1840,A
USGS,5430500,2022-10-15,1800,A
USGS,5430500,2022-10-16,1800,A
USGS,5430500,2022-10-17,1790,A
USGS,5430500,2022-10-18,1780,A
USGS,5430500,2022-10-19,1720,A
USGS,5430500,2022-10-20,1680,A
USGS,5430500,2022-10-21,1680,A
USGS,5430500,2022-10-22,1650,A
USGS,5430500,2022-10-23,1600,A
USGS,5430500,2022-10-24,1670,A
USGS,5430500,2022-10-25,1640,A
USGS,5430500,2022-10-26,1740,A
USGS,5430500,2022-10-27,1680,A
USGS,5430500,2022-10-28,1670,A
USGS,5430500,2022-10-29,1650,A
USGS,5430500,2022-10-30,1640,A
USGS,5430500,2022-10-31,1610,A
USGS,5430500,2022-11-01,1520,A
USGS,5430500,2022-11-02,1520,A
USGS,5430500,2022-11-03,1430,A
USGS,5430500,2022-11-04,1680,A
USGS,5430500,2022-11-05,2190,A
USGS,5430500,2022-11-06,2180,A
USGS,5430500,2022-11-07,2400,A
USGS,5430500,2022-11-08,2570,A
USGS,5430500,2022-11-09,2710,A
USGS,5430500,2022-11-10,2910,A
USGS,5430500,2022-11-11,3080,A
USGS,5430500,2022-11-12,3200,A
USGS,5430500,2022-11-13,3270,A
USGS,5430500,2022-11-14,3290,A
USGS,5430500,2022-11-15,3350,A
USGS,5430500,2022-11-16,3390,A
USGS,5430500,2022-11-17,3270,A
USGS,5430500,2022-11-18,3230,A
USGS,5430500,2022-11-19,3160,A
USGS,5430500,2022-11-20,2940,A
USGS,5430500,2022-11-21,3190,A
USGS,5430500,2022-11-22,3240,A
USGS,5430500,2022-11-23,3200,A
USGS,5430500,2022-11-24,3160,A
USGS,5430500,2022-11-25,3090,A
USGS,5430500,2022-11-26,3010,A
USGS,5430500,2022-11-27,2980,A
USGS,5430500,2022-11-28,2920,A
USGS,5430500,2022-11-29,2850,A
USGS,5430500,2022-11-30,2610,A
USGS,5430500,2022-12-01,2540,A
USGS,5430500,2022-12-02,2580,A
USGS,5430500,2022-12-03,2470,A
USGS,5430500,2022-12-04,2330,A
USGS,5430500,2022-12-05,2330,A
USGS,5430500,2022-12-06,2350,A
USGS,5430500,2022-12-07,2340,A
USGS,5430500,2022-12-08,2320,A
USGS,5430500,2022-12-09,2340,A
USGS,5430500,2022-12-10,2310,A
USGS,5430500,2022-12-11,2240,A
USGS,5430500,2022-12-12,2240,A
USGS,5430500,2022-12-13,2240,A
USGS,5430500,2022-12-14,2430,A
USGS,5430500,2022-12-15,2740,A
USGS,5430500,2022-12-16,2710,A
USGS,5430500,2022-12-17,2580,A
USGS,5430500,2022-12-18,2580,A
USGS,5430500,2022-12-19,2630,A
USGS,5430500,2022-12-20,2800,A
USGS,5430500,2022-12-21,3270,A:e
USGS,5430500,2022-12-22,3480,A:e
USGS,5430500,2022-12-23,3030,A:e
USGS,5430500,2022-12-24,2790,A:e
USGS,5430500,2022-12-25,2920,A:e
USGS,5430500,2022-12-26,2960,A:e
USGS,5430500,2022-12-27,2980,A:e
USGS,5430500,2022-12-28,3000,A:e
USGS,5430500,2022-12-29,3060,A:e
USGS,5430500,2022-12-30,3010,A:e
USGS,5430500,2022-12-31,3010,A:e
USGS,5430500,2023-01-01,2950,A:e
USGS,5430500,2023-01-02,2890,A
USGS,5430500,2023-01-03,2590,A
USGS,5430500,2023-01-04,2280,A
USGS,5430500,2023-01-05,2380,A
USGS,5430500,2023-01-06,2530,A
USGS,5430500,2023-01-07,2680,A
USGS,5430500,2023-01-08,2790,A
USGS,5430500,2023-01-09,2830,A
USGS,5430500,2023-01-10,2910,A
USGS,5430500,2023-01-11,2940,A
USGS,5430500,2023-01-12,2940,A
USGS,5430500,2023-01-13,2920,A
USGS,5430500,2023-01-14,2890,A
USGS,5430500,2023-01-15,2810,A
USGS,5430500,2023-01-16,2870,A:e
USGS,5430500,2023-01-17,2880,A:e
USGS,5430500,2023-01-18,2980,A
USGS,5430500,2023-01-19,3060,A:e
USGS,5430500,2023-01-20,3020,A
USGS,5430500,2023-01-21,3020,A
USGS,5430500,2023-01-22,3010,A
USGS,5430500,2023-01-23,2960,A
USGS,5430500,2023-01-24,2900,A
USGS,5430500,2023-01-25,2930,A
USGS,5430500,2023-01-26,2910,A
USGS,5430500,2023-01-27,2810,A
USGS,5430500,2023-01-28,2750,A
USGS,5430500,2023-01-29,2650,A:e
USGS,5430500,2023-01-30,2610,A:e
USGS,5430500,2023-01-31,2600,A:e
USGS,5430500,2023-02-01,2610,A:e
USGS,5430500,2023-02-02,2560,A:e
USGS,5430500,2023-02-03,2510,A:e
USGS,5430500,2023-02-04,2440,A:e
USGS,5430500,2023-02-05,2280,A:e
USGS,5430500,2023-02-06,2170,A:e
USGS,5430500,2023-02-07,2180,A
USGS,5430500,2023-02-08,2150,A
USGS,5430500,2023-02-09,2280,A:e
USGS,5430500,2023-02-10,2320,A
USGS,5430500,2023-02-11,2330,A
USGS,5430500,2023-02-12,2400,A
USGS,5430500,2023-02-13,2450,A
USGS,5430500,2023-02-14,2630,A
USGS,5430500,2023-02-15,2610,A
USGS,5430500,2023-02-16,2860,A
USGS,5430500,2023-02-17,3030,A
USGS,5430500,2023-02-18,3000,A
USGS,5430500,2023-02-19,3060,A
USGS,5430500,2023-02-20,3130,A
USGS,5430500,2023-02-21,3050,A
USGS,5430500,2023-02-22,3290,A
USGS,5430500,2023-02-23,3450,A
USGS,5430500,2023-02-24,3210,A
USGS,5430500,2023-02-25,3240,A
USGS,5430500,2023-02-26,3210,A
USGS,5430500,2023-02-27,3740,A:e
USGS,5430500,2023-02-28,4420,A
USGS,5430500,2023-03-01,4610,A
USGS,5430500,2023-03-02,4920,A
USGS,5430500,2023-03-03,5270,A
USGS,5430500,2023-03-04,5500,A
USGS,5430500,2023-03-05,5710,A
USGS,5430500,2023-03-06,5980,A
USGS,5430500,2023-03-07,6080,A
USGS,5430500,2023-03-08,6160,A
USGS,5430500,2023-03-09,6230,A
USGS,5430500,2023-03-10,6320,A
USGS,5430500,2023-03-11,6290,A
USGS,5430500,2023-03-12,6300,A
USGS,5430500,2023-03-13,6260,A
USGS,5430500,2023-03-14,6270,A
USGS,5430500,2023-03-15,6140,A
USGS,5430500,2023-03-16,6160,A:e
USGS,5430500,2023-03-17,6240,A
USGS,5430500,2023-03-18,6090,A
USGS,5430500,2023-03-19,6200,A
USGS,5430500,2023-03-20,6200,A
USGS,5430500,2023-03-21,6710,A
USGS,5430500,2023-03-22,6650,A
USGS,5430500,2023-03-23,6580,A
USGS,5430500,2023-03-24,6450,A
USGS,5430500,2023-03-25,6470,A
USGS,5430500,2023-03-26,6270,A
USGS,5430500,2023-03-27,6190,A
USGS,5430500,2023-03-28,6120,A
USGS,5430500,2023-03-29,6060,A
USGS,5430500,2023-03-30,5980,A
USGS,5430500,2023-03-31,5980,A
USGS,5430500,2023-04-01,6170,A
USGS,5430500,2023-04-02,6270,A
USGS,5430500,2023-04-03,6280,A
USGS,5430500,2023-04-04,6530,A:e
USGS,5430500,2023-04-05,6570,A
USGS,5430500,2023-04-06,6530,A
USGS,5430500,2023-04-07,6790,A
USGS,5430500,2023-04-08,6870,A
USGS,5430500,2023-04-09,6820,A
USGS,5430500,2023-04-10,6820,A
USGS,5430500,2023-04-11,6780,A
USGS,5430500,2023-04-12,6680,A
USGS,5430500,2023-04-13,6640,A
USGS,5430500,2023-04-14,6610,A
USGS,5430500,2023-04-15,6500,A
USGS,5430500,2023-04-16,6440,A
USGS,5430500,2023-04-17,6350,A
USGS,5430500,2023-04-18,6300,A
USGS,5430500,2023-04-19,6250,A
USGS,5430500,2023-04-20,6110,A
USGS,5430500,2023-04-21,5780,A
USGS,5430500,2023-04-22,5720,A
USGS,5430500,2023-04-23,5700,A
USGS,5430500,2023-04-24,5640,A
USGS,5430500,2023-04-25,5650,A
USGS,5430500,2023-04-26,5580,A
USGS,5430500,2023-04-27,5480,A
USGS,5430500,2023-04-28,5450,A
USGS,5430500,2023-04-29,5380,A
USGS,5430500,2023-04-30,5260,A
USGS,5430500,2023-05-01,5260,A
USGS,5430500,2023-05-02,5220,A
USGS,5430500,2023-05-03,5200,A
USGS,5430500,2023-05-04,5070,A
USGS,5430500,2023-05-05,4960,A
USGS,5430500,2023-05-06,4900,A
USGS,5430500,2023-05-07,4840,A
USGS,5430500,2023-05-08,4850,A
USGS,5430500,2023-05-09,4780,A
USGS,5430500,2023-05-10,4650,A
USGS,5430500,2023-05-11,4470,A
USGS,5430500,2023-05-12,4350,A
USGS,5430500,2023-05-13,4280,A
USGS,5430500,2023-05-14,4190,A
USGS,5430500,2023-05-15,4010,A
USGS,5430500,2023-05-16,3810,A
USGS,5430500,2023-05-17,3750,A
USGS,5430500,2023-05-18,3590,A
USGS,5430500,2023-05-19,3540,A
USGS,5430500,2023-05-20,3440,A
USGS,5430500,2023-05-21,3330,A
USGS,5430500,2023-05-22,3130,A
USGS,5430500,2023-05-23,3030,A
USGS,5430500,2023-05-24,2890,A
USGS,5430500,2023-05-25,2390,A
USGS,5430500,2023-05-26,2210,A
USGS,5430500,2023-05-27,1990,A
USGS,5430500,2023-05-28,1800,A
USGS,5430500,2023-05-29,1760,A
USGS,5430500,2023-05-30,1710,A
USGS,5430500,2023-05-31,1650,A
USGS,5430500,2023-06-01,1600,A
USGS,5430500,2023-06-02,892,A
USGS,5430500,2023-06-03,835,A
USGS,5430500,2023-06-04,879,A
USGS,5430500,2023-06-05,887,A
USGS,5430500,2023-06-06,901,A
USGS,5430500,2023-06-07,934,A
USGS,5430500,2023-06-08,920,A
USGS,5430500,2023-06-09,900,A
USGS,5430500,2023-06-10,874,A
USGS,5430500,2023-06-11,950,A
USGS,5430500,2023-06-12,941,A
USGS,5430500,2023-06-13,884,A
USGS,5430500,2023-06-14,933,A
USGS,5430500,2023-06-15,970,A
USGS,5430500,2023-06-16,1000,A
USGS,5430500,2023-06-17,970,A
USGS,5430500,2023-06-18,946,A
USGS,5430500,2023-06-19,1050,A
USGS,5430500,2023-06-20,1150,A
USGS,5430500,2023-06-21,933,A
USGS,5430500,2023-06-22,943,A
USGS,5430500,2023-06-23,915,A
USGS,5430500,2023-06-24,876,A
USGS,5430500,2023-06-25,852,A
USGS,5430500,2023-06-26,822,A
USGS,5430500,2023-06-27,872,A
USGS,5430500,2023-06-28,855,A
USGS,5430500,2023-06-29,798,A
USGS,5430500,2023-06-30,853,A
USGS,5430500,2023-07-01,874,A
USGS,5430500,2023-07-02,867,A
USGS,5430500,2023-07-03,822,A
USGS,5430500,2023-07-04,798,A
USGS,5430500,2023-07-05,775,A
USGS,5430500,2023-07-06,797,A
USGS,5430500,2023-07-07,796,A
USGS,5430500,2023-07-08,776,A
USGS,5430500,2023-07-09,760,A
USGS,5430500,2023-07-10,641,A
USGS,5430500,2023-07-11,714,A
USGS,5430500,2023-07-12,768,A
USGS,5430500,2023-07-13,875,A
USGS,5430500,2023-07-14,857,A
USGS,5430500,2023-07-15,871,A
USGS,5430500,2023-07-16,873,A
USGS,5430500,2023-07-17,1030,A
USGS,5430500,2023-07-18,1070,A
USGS,5430500,2023-07-19,1060,A
USGS,5430500,2023-07-20,1040,A
USGS,5430500,2023-07-21,1020,A
USGS,5430500,2023-07-22,983,A
USGS,5430500,2023-07-23,1100,A
USGS,5430500,2023-07-24,926,A
USGS,5430500,2023-07-25,883,A
USGS,5430500,2023-07-26,950,A
USGS,5430500,2023-07-27,899,A
USGS,5430500,2023-07-28,927,A
USGS,5430500,2023-07-29,1050,A
USGS,5430500,2023-07-30,1130,A
USGS,5430500,2023-07-31,1120,A
USGS,5430500,2023-08-01,994,A
USGS,5430500,2023-08-02,1000,A
USGS,5430500,2023-08-03,1090,A
USGS,5430500,2023-08-04,999,A
USGS,5430500,2023-08-05,1080,A
USGS,5430500,2023-08-06,1070,A
USGS,5430500,2023-08-07,1030,A
USGS,5430500,2023-08-08,928,A
USGS,5430500,2023-08-09,902,A
USGS,5430500,2023-08-10,865,A
USGS,5430500,2023-08-11,863,A
USGS,5430500,2023-08-12,958,A
USGS,5430500,2023-08-13,830,A
USGS,5430500,2023-08-14,1080,A
USGS,5430500,2023-08-15,1080,A
USGS,5430500,2023-08-16,1010,A
USGS,5430500,2023-08-17,1000,A
USGS,5430500,2023-08-18,1090,A
USGS,5430500,2023-08-19,1090,A
USGS,5430500,2023-08-20,1130,A
USGS,5430500,2023-08-21,1210,A
USGS,5430500,2023-08-22,1460,A
USGS,5430500,2023-08-23,1050,A
USGS,5430500,2023-08-24,991,A
USGS,5430500,2023-08-25,1060,A
USGS,5430500,2023-08-26,1030,A
USGS,5430500,2023-08-27,1050,A
USGS,5430500,2023-08-28,927,A
USGS,5430500,2023-08-29,916,A
USGS,5430500,2023-08-30,958,A
USGS,5430500,2023-08-31,876,A
USGS,5430500,2023-09-01,844,A
USGS,5430500,2023-09-02,776,A
USGS,5430500,2023-09-03,687,A
USGS,5430500,2023-09-04,786,A
USGS,5430500,2023-09-05,776,A
USGS,5430500,2023-09-06,788,A
USGS,5430500,2023-09-07,811,A
USGS,5430500,2023-09-08,839,A
USGS,5430500,2023-09-09,828,A
USGS,5430500,2023-09-10,806,A
USGS,5430500,2023-09-11,877,A
USGS,5430500,2023-09-12,890,A
USGS,5430500,2023-09-13,884,A
USGS,5430500,2023-09-14,866,A
USGS,5430500,2023-09-15,788,A
USGS,5430500,2023-09-16,836,A
USGS,5430500,2023-09-17,957,A
USGS,5430500,2023-09-18,889,A
USGS,5430500,2023-09-19,898,A
USGS,5430500,2023-09-20,894,A
USGS,5430500,2023-09-21,899,A
USGS,5430500,2023-09-22,913,A
USGS,5430500,2023-09-23,918,A
USGS,5430500,2023-09-24,846,A
USGS,5430500,2023-09-25,808,A
USGS,5430500,2023-09-26,959,A
USGS,5430500,2023-09-27,1050,A
USGS,5430500,2023-09-28,966,A
USGS,5430500,2023-09-29,929,A
USGS,5430500,2023-09-30,1000,A
USGS,5430500,2023-10-01,1050,A
USGS,5430500,2023-10-02,1050,A
USGS,5430500,2023-10-03,1050,A
USGS,5430500,2023-10-04,1030,A
USGS,5430500,2023-10-05,1030,A
USGS,5430500,2023-10-06,947,A
USGS,5430500,2023-10-07,993,A
USGS,5430500,2023-10-08,1010,A
USGS,5430500,2023-10-09,943,A
USGS,5430500,2023-10-10,906,A
USGS,5430500,2023-10-11,845,A
USGS,5430500,2023-10-12,856,A
USGS,5430500,2023-10-13,1010,A
USGS,5430500,2023-10-14,1930,A
USGS,5430500,2023-10-15,2850,A
USGS,5430500,2023-10-16,2670,A
USGS,5430500,2023-10-17,2540,A
USGS,5430500,2023-10-18,2460,A
USGS,5430500,2023-10-19,1750,A
USGS,5430500,2023-10-20,1760,A
USGS,5430500,2023-10-21,2060,A
USGS,5430500,2023-10-22,1900,A
USGS,5430500,2023-10-23,1200,A
USGS,5430500,2023-10-24,698,A
USGS,5430500,2023-10-25,942,A
USGS,5430500,2023-10-26,1830,A
USGS,5430500,2023-10-27,2080,A
USGS,5430500,2023-10-28,2130,A
USGS,5430500,2023-10-29,1450,A
USGS,5430500,2023-10-30,1440,A
USGS,5430500,2023-10-31,1380,A
USGS,5430500,2023-11-01,1490,A
USGS,5430500,2023-11-02,1600,A
USGS,5430500,2023-11-03,1570,A
USGS,5430500,2023-11-04,1700,A
USGS,5430500,2023-11-05,1980,A
USGS,5430500,2023-11-06,1740,A
USGS,5430500,2023-11-07,1250,A
USGS,5430500,2023-11-08,1510,A
USGS,5430500,2023-11-09,1780,A
USGS,5430500,2023-11-10,1750,A
USGS,5430500,2023-11-11,1850,A
USGS,5430500,2023-11-12,1600,A
USGS,5430500,2023-11-13,1400,A
USGS,5430500,2023-11-14,1930,A
USGS,5430500,2023-11-15,1400,A
USGS,5430500,2023-11-16,1640,A
USGS,5430500,2023-11-17,1450,A
USGS,5430500,2023-11-18,1700,A
USGS,5430500,2023-11-19,1670,A
USGS,5430500,2023-11-20,1330,A
USGS,5430500,2023-11-21,1550,A
USGS,5430500,2023-11-22,1740,A
USGS,5430500,2023-11-23,1700,A
USGS,5430500,2023-11-24,1710,A
USGS,5430500,2023-11-25,1570,A
USGS,5430500,2023-11-26,1220,A
USGS,5430500,2023-11-27,1320,A
USGS,5430500,2023-11-28,1650,A
USGS,5430500,2023-11-29,1500,A
USGS,5430500,2023-11-30,1480,A
USGS,5430500,2023-12-01,1480,A
USGS,5430500,2023-12-02,1480,A
USGS,5430500,2023-12-03,1490,A
USGS,5430500,2023-12-04,1490,A
USGS,5430500,2023-12-05,1510,A
USGS,5430500,2023-12-06,1510,A
USGS,5430500,2023-12-07,1630,A
USGS,5430500,2023-12-08,1700,A
USGS,5430500,2023-12-09,1890,A
USGS,5430500,2023-12-10,1710,A
USGS,5430500,2023-12-11,1800,A
USGS,5430500,2023-12-12,1610,A
USGS,5430500,2023-12-13,1840,A
USGS,5430500,2023-12-14,1520,A
USGS,5430500,2023-12-15,1520,A
USGS,5430500,2023-12-16,1680,A
USGS,5430500,2023-12-17,1760,A
USGS,5430500,2023-12-18,2090,A
USGS,5430500,2023-12-19,1720,A
USGS,5430500,2023-12-20,1250,A
USGS,5430500,2023-12-21,1290,A
USGS,5430500,2023-12-22,1870,A
USGS,5430500,2023-12-23,1900,A
USGS,5430500,2023-12-24,1820,A:e
USGS,5430500,2023-12-25,1510,A
USGS,5430500,2023-12-26,1610,A
USGS,5430500,2023-12-27,1830,A
USGS,5430500,2023-12-28,1850,A
USGS,5430500,2023-12-29,2130,A
USGS,5430500,2023-12-30,1820,A
USGS,5430500,2023-12-31,1380,A
USGS,5430500,2024-01-01,1870,A
USGS,5430500,2024-01-02,1820,A
USGS,5430500,2024-01-03,2120,A
USGS,5430500,2024-01-04,1840,A
USGS,5430500,2024-01-05,1620,A
USGS,5430500,2024-01-06,1680,A
USGS,5430500,2024-01-07,1670,A
USGS,5430500,2024-01-08,1660,A
USGS,5430500,2024-01-09,1700,A
USGS,5430500,2024-01-10,1700,A
USGS,5430500,2024-01-11,1690,A
USGS,5430500,2024-01-12,1740,A
USGS,5430500,2024-01-13,1770,A:e
USGS,5430500,2024-01-14,1590,A:e
USGS,5430500,2024-01-15,1420,A:e
USGS,5430500,2024-01-16,1280,A:e
USGS,5430500,2024-01-17,1290,A:e
USGS,5430500,2024-01-18,1250,A:e
USGS,5430500,2024-01-19,1180,A:e
USGS,5430500,2024-01-20,1170,A:e
USGS,5430500,2024-01-21,1140,A:e
USGS,5430500,2024-01-22,1060,A:e
USGS,5430500,2024-01-23,993,A:e
USGS,5430500,2024-01-24,1060,A:e
USGS,5430500,2024-01-25,1250,A:e
USGS,5430500,2024-01-26,1670,A
USGS,5430500,2024-01-27,1730,A
USGS,5430500,2024-01-28,2100,A
USGS,5430500,2024-01-29,2170,A
USGS,5430500,2024-01-30,2420,A
USGS,5430500,2024-01-31,2830,A
USGS,5430500,2024-02-01,3160,A
USGS,5430500,2024-02-02,3260,A
USGS,5430500,2024-02-03,3280,A
USGS,5430500,2024-02-04,3290,A
USGS,5430500,2024-02-05,3280,A
USGS,5430500,2024-02-06,3260,A
USGS,5430500,2024-02-07,3230,A
USGS,5430500,2024-02-08,3180,A
USGS,5430500,2024-02-09,3190,A
USGS,5430500,2024-02-10,3190,A
USGS,5430500,2024-02-11,3180,A
USGS,5430500,2024-02-12,3150,A
USGS,5430500,2024-02-13,3110,A
USGS,5430500,2024-02-14,3070,A
USGS,5430500,2024-02-15,3080,A
USGS,5430500,2024-02-16,2940,A
USGS,5430500,2024-02-17,2630,A
USGS,5430500,2024-02-18,2860,A
USGS,5430500,2024-02-19,2830,A
USGS,5430500,2024-02-20,2480,A
USGS,5430500,2024-02-21,2470,A
USGS,5430500,2024-02-22,2480,A
USGS,5430500,2024-02-23,2520,A
USGS,5430500,2024-02-24,2670,A
USGS,5430500,2024-02-25,2390,A
USGS,5430500,2024-02-26,2210,A
USGS,5430500,2024-02-27,1680,A
USGS,5430500,2024-02-28,2250,A
USGS,5430500,2024-02-29,2300,A
USGS,5430500,2024-03-01,1660,A
USGS,5430500,2024-03-02,1260,A
USGS,5430500,2024-03-03,1400,A
USGS,5430500,2024-03-04,1920,A
USGS,5430500,2024-03-05,2520,A
USGS,5430500,2024-03-06,2690,A
USGS,5430500,2024-03-07,2560,A
USGS,5430500,2024-03-08,2080,A
USGS,5430500,2024-03-09,2650,A
USGS,5430500,2024-03-10,2860,A
USGS,5430500,2024-03-11,2660,A
USGS,5430500,2024-03-12,2340,A
USGS,5430500,2024-03-13,2740,A
USGS,5430500,2024-03-14,2920,A
USGS,5430500,2024-03-15,3110,A
USGS,5430500,2024-03-16,3000,A
USGS,5430500,2024-03-17,3020,A
USGS,5430500,2024-03-18,3080,A
USGS,5430500,2024-03-19,2970,A
USGS,5430500,2024-03-20,3060,A
USGS,5430500,2024-03-21,3000,A
USGS,5430500,2024-03-22,2790,A
USGS,5430500,2024-03-23,2790,A
USGS,5430500,2024-03-24,2810,A
USGS,5430500,2024-03-25,3020,A
USGS,5430500,2024-03-26,3360,A
USGS,5430500,2024-03-27,3440,A
USGS,5430500,2024-03-28,3590,A
USGS,5430500,2024-03-29,3700,A
USGS,5430500,2024-03-30,3970,A
USGS,5430500,2024-03-31,4110,A
USGS,5430500,2024-04-01,4230,A
USGS,5430500,2024-04-02,5060,A
USGS,5430500,2024-04-03,6000,A
USGS,5430500,2024-04-04,6350,A
USGS,5430500,2024-04-05,6540,A
USGS,5430500,2024-04-06,6750,A
USGS,5430500,2024-04-07,6980,A
USGS,5430500,2024-04-08,7080,A
USGS,5430500,2024-04-09,7140,A
USGS,5430500,2024-04-10,7190,A
USGS,5430500,2024-04-11,7190,A
USGS,5430500,2024-04-12,7090,A
USGS,5430500,2024-04-13,6950,A
USGS,5430500,2024-04-14,6860,A
USGS,5430500,2024-04-15,6820,A
USGS,5430500,2024-04-16,6720,A
USGS,5430500,2024-04-17,6540,A
USGS,5430500,2024-04-18,6380,A
USGS,5430500,2024-04-19,6260,A
USGS,5430500,2024-04-20,6020,A
USGS,5430500,2024-04-21,5910,A
USGS,5430500,2024-04-22,5750,A
USGS,5430500,2024-04-23,5540,A
USGS,5430500,2024-04-24,5540,A
USGS,5430500,2024-04-25,5390,A
USGS,5430500,2024-04-26,5230,A
USGS,5430500,2024-04-27,5000,A
USGS,5430500,2024-04-28,5470,A
USGS,5430500,2024-04-29,5510,A
USGS,5430500,2024-04-30,5190,A
USGS,5430500,2024-05-01,5040,A
USGS,5430500,2024-05-02,4990,A
USGS,5430500,2024-05-03,4830,A
USGS,5430500,2024-05-04,4580,A
USGS,5430500,2024-05-05,4330,A
USGS,5430500,2024-05-06,4210,A
USGS,5430500,2024-05-07,4140,A
USGS,5430500,2024-05-08,4030,A
USGS,5430500,2024-05-09,3990,A
USGS,5430500,2024-05-10,3860,A
USGS,5430500,2024-05-11,2930,A
USGS,5430500,2024-05-12,3110,A
USGS,5430500,2024-05-13,3220,A
USGS,5430500,2024-05-14,3480,A
USGS,5430500,2024-05-15,3330,A
USGS,5430500,2024-05-16,2520,A
USGS,5430500,2024-05-17,2790,A
USGS,5430500,2024-05-18,2940,A
USGS,5430500,2024-05-19,2630,A
USGS,5430500,2024-05-20,2210,A
USGS,5430500,2024-05-21,2250,A
USGS,5430500,2024-05-22,2260,A
USGS,5430500,2024-05-23,2740,A
USGS,5430500,2024-05-24,2470,A
USGS,5430500,2024-05-25,3660,A
USGS,5430500,2024-05-26,4100,A
USGS,5430500,2024-05-27,4180,A
USGS,5430500,2024-05-28,4320,A
USGS,5430500,2024-05-29,4510,A
USGS,5430500,2024-05-30,4660,A
USGS,5430500,2024-05-31,4730,A
USGS,5430500,2024-06-01,4890,A
USGS,5430500,2024-06-02,5090,A
USGS,5430500,2024-06-03,5450,A
USGS,5430500,2024-06-04,6650,A
USGS,5430500,2024-06-05,7220,A
USGS,5430500,2024-06-06,7130,A
USGS,5430500,2024-06-07,7120,A
USGS,5430500,2024-06-08,7320,A
USGS,5430500,2024-06-09,7470,A
USGS,5430500,2024-06-10,7610,A
USGS,5430500,2024-06-11,7630,A
USGS,5430500,2024-06-12,7640,A
USGS,5430500,2024-06-13,7710,A
USGS,5430500,2024-06-14,7700,A
USGS,5430500,2024-06-15,7600,A
USGS,5430500,2024-06-16,7460,A
USGS,5430500,2024-06-17,7330,A
USGS,5430500,2024-06-18,7150,A
USGS,5430500,2024-06-19,6920,A
USGS,5430500,2024-06-20,7200,A
USGS,5430500,2024-06-21,7030,A
USGS,5430500,2024-06-22,7050,A
USGS,5430500,2024-06-23,7760,A
USGS,5430500,2024-06-24,7700,A
USGS,5430500,2024-06-25,7540,A
USGS,5430500,2024-06-26,7510,A
USGS,5430500,2024-06-27,7410,A
USGS,5430500,2024-06-28,7370,A
USGS,5430500,2024-06-29,7550,A
USGS,5430500,2024-06-30,7660,A
USGS,5430500,2024-07-01,7700,A
USGS,5430500,2024-07-02,7770,A
USGS,5430500,2024-07-03,8000,A
USGS,5430500,2024-07-04,8050,A
USGS,5430500,2024-07-05,8360,A
USGS,5430500,2024-07-06,8290,A
USGS,5430500,2024-07-07,8250,A
USGS,5430500,2024-07-08,8180,A
USGS,5430500,2024-07-09,8140,A
USGS,5430500,2024-07-10,8140,A
USGS,5430500,2024-07-11,8060,A
USGS,5430500,2024-07-12,7960,A
USGS,5430500,2024-07-13,7840,A
USGS,5430500,2024-07-14,8400,A
USGS,5430500,2024-07-15,9360,A
USGS,5430500,2024-07-16,9860,A
USGS,5430500,2024-07-17,9280,A
USGS,5430500,2024-07-18,8620,A
USGS,5430500,2024-07-19,8250,A
USGS,5430500,2024-07-20,8100,A
USGS,5430500,2024-07-21,7950,A
USGS,5430500,2024-07-22,7870,A
USGS,5430500,2024-07-23,7760,A
USGS,5430500,2024-07-24,7740,A
USGS,5430500,2024-07-25,7570,A
USGS,5430500,2024-07-26,7290,A
USGS,5430500,2024-07-27,7010,A
USGS,5430500,2024-07-28,6790,A
USGS,5430500,2024-07-29,6600,A
USGS,5430500,2024-07-30,6390,A
USGS,5430500,2024-07-31,6150,A
USGS,5430500,2024-08-01,5880,A
USGS,5430500,2024-08-02,5700,A
USGS,5430500,2024-08-03,5500,A
USGS,5430500,2024-08-04,5340,A
USGS,5430500,2024-08-05,5210,A
USGS,5430500,2024-08-06,5380,A
USGS,5430500,2024-08-07,5180,A
USGS,5430500,2024-08-08,5030,A
USGS,5430500,2024-08-09,4850,A
USGS,5430500,2024-08-10,4680,A
USGS,5430500,2024-08-11,4560,A
USGS,5430500,2024-08-12,4460,A
USGS,5430500,2024-08-13,4340,A
USGS,5430500,2024-08-14,4180,A
USGS,5430500,2024-08-15,4090,A
USGS,5430500,2024-08-16,3860,A
USGS,5430500,2024-08-17,3640,A
